title,price,availability,star_rating,book_url,description,category
If I Run (If I Run #1),£49.97,In stock,4,https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html,"Casey knows the truth.But it won’t set her free.Casey Cox’s DNA is all over the crime scene. There’s no use talking to police; they have failed her abysmally before. She has to flee before she’s arrested . . . or worse. The truth doesn’t matter anymore.But what is the truth? That’s the question haunting Dylan Roberts, the war-weary veteran hired to find Casey. PTSD has mar Casey knows the truth.But it won’t set her free.Casey Cox’s DNA is all over the crime scene. There’s no use talking to police; they have failed her abysmally before. She has to flee before she’s arrested . . . or worse. The truth doesn’t matter anymore.But what is the truth? That’s the question haunting Dylan Roberts, the war-weary veteran hired to find Casey. PTSD has marked him damaged goods, but bringing Casey back can redeem him. Though the crime scene seems to tell the whole story, details of the murder aren’t adding up. Casey Cox doesn’t fit the profile of a killer. But are Dylan’s skewed perceptions keeping him from being objective? If she isn’t guilty, why did she run?Unraveling her past and the evidence that condemns her will take more time than he has, but as Dylan’s damaged soul intersects with hers, he is faced with two choices. The girl who occupies his every thought is a psychopathic killer . . . or a selfless hero. And the truth could be the most deadly weapon yet. ...more",Christian Fiction
The Regional Office Is Under Attack!,£51.36,In stock,5,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,"In a world beset by amassing forces of darkness, one organization—the Regional Office—and its coterie of super-powered female assassins protects the globe from annihilation. At its helm, the mysterious Oyemi and her oracles seek out new recruits and root out evil plots. Then a prophecy suggests that someone from inside might bring about its downfall. And now, the Regional In a world beset by amassing forces of darkness, one organization—the Regional Office—and its coterie of super-powered female assassins protects the globe from annihilation. At its helm, the mysterious Oyemi and her oracles seek out new recruits and root out evil plots. Then a prophecy suggests that someone from inside might bring about its downfall. And now, the Regional Office is under attack.   Recruited by a defector from within, Rose is a young assassin leading the attack, eager to stretch into her powers and prove herself on her first mission. Defending the Regional Office is Sarah—who may or may not have a mechanical arm—fiercely devoted to the organization that took her in as a young woman in the wake of her mother’s sudden disappearance. On the day that the Regional Office is attacked, Rose’s and Sarah’s stories will overlap, their lives will collide, and the world as they know it just might end. ...more",Fiction
'Salem's Lot,£49.56,In stock,4,https://books.toscrape.com/catalogue/salems-lot_309/index.html,"Thousands of miles away from the small township of 'Salem's Lot, two terrified people, a man and a boy, still share the secrets of those clapboard houses and tree-lined streets. They must return to 'Salem's Lot for a final confrontation with the unspeakable evil that lives on in the town.",Horror
City of Glass (The Mortal Instruments #3),£56.02,In stock,4,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html,"Also see: Alternate Cover Editions for this ISBN [ACE] ACE #1 To save her mother's life, Clary must travel to the City of Glass, the ancestral home of the Shadowhunters - never mind that entering the city without permission is against the Law, and breaking the Law could mean death. To make things worse, she learns that Jace does not want her there, and Simon has been thr Also see: Alternate Cover Editions for this ISBN [ACE] ACE #1 To save her mother's life, Clary must travel to the City of Glass, the ancestral home of the Shadowhunters - never mind that entering the city without permission is against the Law, and breaking the Law could mean death. To make things worse, she learns that Jace does not want her there, and Simon has been thrown in prison by the Shadowhunters, who are deeply suspicious of a vampire who can withstand sunlight.As Clary uncovers more about her family's past, she finds an ally in mysterious Shadowhunter Sebastian. With Valentine mustering the full force of his power to destroy all Shadowhunters forever, their only chance to defeat him is to fight alongside their eternal enemies. But can Downworlders and Shadowhunters put aside their hatred to work together? While Jace realizes exactly how much he's willing to risk for Clary, can she harness her newfound powers to help save the Glass City - whatever the cost?Love is a mortal sin and the secrets of the past prove deadly as Clary and Jace face down Valentine in the third installment of the New York Times bestselling series The Mortal Instruments. ...more",Fantasy
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",£12.34,In stock,4,https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,"Among the most influential cookbooks of our time, the Moosewood Cookbook is such a powerful symbol that the publishers were tempted not to tamper with it. But times have changed, and knowledge about the foods we eat and their nutritional value has increased. So, after many inquiries and requests, the author has revised many of her recipes to be lighter and healthier. Illus Among the most influential cookbooks of our time, the Moosewood Cookbook is such a powerful symbol that the publishers were tempted not to tamper with it. But times have changed, and knowledge about the foods we eat and their nutritional value has increased. So, after many inquiries and requests, the author has revised many of her recipes to be lighter and healthier. Illustrated. ...more",Food and Drink
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",£50.89,In stock,5,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,"The creator of the popular Tumblr and Instagram ""Quarter Life Poetry"" tackles the real-life truths of work, money, sex, and many other challenges 20-somethings face in a laugh-out-loud collection of poetry.Samantha Jayne knows that life post-college isn't as glamorous as all undergrads think it's going to be... because she's currently living it. A graphic artist, Sam start The creator of the popular Tumblr and Instagram ""Quarter Life Poetry"" tackles the real-life truths of work, money, sex, and many other challenges 20-somethings face in a laugh-out-loud collection of poetry.Samantha Jayne knows that life post-college isn't as glamorous as all undergrads think it's going to be... because she's currently living it. A graphic artist, Sam started creating doodles and funny poems about her life as a 25-year-old. And when she decided to put them on Instagram, the captions were full of other people tagging friends and saying, ""This is literally us."" At a time where it seems like everyone around you is getting married, making more money than you do, and paying off their student loans, Sam's poetry captures the voice of millennials everywhere who know that being in your 20s can sometimes be the exact opposite of ""the best years of your life."" ...more",Poetry
Dirty (Dive Bar #1),£40.83,In stock,4,https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html,"The last thing Vaughan Hewson expects to find when he returns to his childhood home is a broken hearted bride in his shower, let alone the drama and chaos that comes with her.Lydia Green doesn't know whether to burn down the church or sit and cry in a corner. Discovering the love of your life is having an affair on your wedding day is bad enough. Finding out it's with his The last thing Vaughan Hewson expects to find when he returns to his childhood home is a broken hearted bride in his shower, let alone the drama and chaos that comes with her.Lydia Green doesn't know whether to burn down the church or sit and cry in a corner. Discovering the love of your life is having an affair on your wedding day is bad enough. Finding out it's with his best man is another thing all together. She narrowly escapes tying the knot and meets Vaughan only hours later.Vaughan is the exact opposite of the picture perfect, respected businessman she thought she'd marry. This former musician-turned-bartender is rough around the edges and unsettled. But she already tried Mr. Right and discovered he's all wrong-maybe it's time to give Mr. Right Now a chance.After all, what's wrong with getting dirty? ...more",Romance
What Happened on Beale Street (Secrets of the South Mysteries #2),£25.37,In stock,5,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,"What Happened on Beale Street is an exciting addition to the Secrets of the South Mysteries from bestselling author Mary Ellis. These standalone, complex crime dramas follow a private investigator's quest to make the world a better place...solving one case at a time.A cryptic plea for help from a childhood friend sends cousins Nate and Nicki Price from New Orleans to Memph What Happened on Beale Street is an exciting addition to the Secrets of the South Mysteries from bestselling author Mary Ellis. These standalone, complex crime dramas follow a private investigator's quest to make the world a better place...solving one case at a time.A cryptic plea for help from a childhood friend sends cousins Nate and Nicki Price from New Orleans to Memphis, the home of scrumptious barbecue and soulful blues music. When they arrive at Danny Andre's last known address, they discover signs of a struggle and a lifestyle not in keeping with the former choirboy they fondly remember.Danny's sister, Isabelle, reluctantly accepts their help. She and Nate aren't on the best of terms due to a complicated past, yet they will have to get beyond that if they want to save Danny.On top of Danny's alarming disappearance and his troubled relationship with Isabelle, Nate also has to rein in his favorite cousin's overzealousness as a new and eager PI. Confronted with a possible murder, mystery, and mayhem in the land of the Delta blues, Nate must rely on his faith and investigative experience to keep one or more of them from getting killed. ...more",Mystery
Cell,£20.29,In stock,4,https://books.toscrape.com/catalogue/cell_674/index.html,"Witness Stephen King's triumphant, blood-spattered return to the genre that made him famous. Cell, the king of horror's homage to zombie films (the book is dedicated in part to George A. Romero) is his goriest, most horrific novel in years, not to mention the most intensely paced. Casting aside his love of elaborate character and town histories and penchant for delayed gra Witness Stephen King's triumphant, blood-spattered return to the genre that made him famous. Cell, the king of horror's homage to zombie films (the book is dedicated in part to George A. Romero) is his goriest, most horrific novel in years, not to mention the most intensely paced. Casting aside his love of elaborate character and town histories and penchant for delayed gratification, King yanks readers off their feet within the first few pages; dragging them into the fray and offering no chance catch their breath until the very last page. In Cell King taps into readers fears of technological warfare and terrorism. Mobile phones deliver the apocalypse to millions of unsuspecting humans by wiping their brains of any humanity, leaving only aggressive and destructive impulses behind. Those without cell phones, like illustrator Clayton Riddell and his small band of ""normies,"" must fight for survival, and their journey to find Clayton's estranged wife and young son rockets the book toward resolution. Fans that have followed King from the beginning will recognize and appreciate Cell as a departure--King's writing has not been so pure of heart and free of hang-ups in years (wrapping up his phenomenal Dark Tower series and receiving a medal from the National Book Foundation doesn't hurt either). ""Retirement"" clearly suits King, and lucky for us, having nothing left to prove frees him up to write frenzied, juiced-up horror-thrillers like Cell. Stay tuned for more from the hardest-working retiree in the business with Lisey's Story, coming in October 2006. --Daphne Durham ...more",Add a comment
The Darkest Lie,£35.35,In stock,5,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,"“The mother I knew would never do those things.But maybe I never knew her after all.”Clothes, jokes, coded messages…Cecilia Brooks and her mom shared everything. At least, CeCe thought they did. Six months ago, her mom killed herself after accusations of having sex with a student, and CeCe’s been the subject of whispers and taunts ever since. Now, at the start of her high “The mother I knew would never do those things.But maybe I never knew her after all.”Clothes, jokes, coded messages…Cecilia Brooks and her mom shared everything. At least, CeCe thought they did. Six months ago, her mom killed herself after accusations of having sex with a student, and CeCe’s been the subject of whispers and taunts ever since. Now, at the start of her high school senior year, between dealing with her grieving, distracted father, and the social nightmare that has become her life, CeCe just wants to fly under the radar. Instead, she’s volunteering at the school’s crisis hotline—the same place her mother worked.As she counsels troubled strangers, CeCe’s lingering suspicions about her mom’s death surface. With the help of Sam, a new student and newspaper intern, she starts to piece together fragmented clues that point to a twisted secret at the heart of her community. Soon, finding the truth isn’t just a matter of restoring her mother’s reputation, it’s about saving lives—including CeCe’s own… ...more",Young Adult
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",£57.35,In stock,5,https://books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,"From New York Times bestselling author Sam Kean comes incredible stories of science, history, finance, mythology, the arts, medicine, and more, as told by the Periodic Table. Why did Gandhi hate iodine (I, 53)? How did radium (Ra, 88) nearly ruin Marie Curie's reputation? And why is gallium (Ga, 31) the go-to element for laboratory pranksters?*The Periodic Table is a crow From New York Times bestselling author Sam Kean comes incredible stories of science, history, finance, mythology, the arts, medicine, and more, as told by the Periodic Table. Why did Gandhi hate iodine (I, 53)? How did radium (Ra, 88) nearly ruin Marie Curie's reputation? And why is gallium (Ga, 31) the go-to element for laboratory pranksters?*The Periodic Table is a crowning scientific achievement, but it's also a treasure trove of adventure, betrayal, and obsession. These fascinating tales follow every element on the table as they play out their parts in human history, and in the lives of the (frequently) mad scientists who discovered them. THE DISAPPEARING SPOON masterfully fuses science with the classic lore of invention, investigation, and discovery--from the Big Bang through the end of time. *Though solid at room temperature, gallium is a moldable metal that melts at 84 degrees Fahrenheit. A classic science prank is to mold gallium spoons, serve them with tea, and watch guests recoil as their utensils disappear. ...more",Science
Finders Keepers (Bill Hodges Trilogy #2),£53.53,In stock,5,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,"A masterful, intensely suspenseful novel about a reader whose obsession with a reclusive writer goes far too far—a book about the power of storytelling, starring the same trio of unlikely and winning heroes King introduced in Mr. Mercedes“Wake up, genius.” So begins King’s instantly riveting story about a vengeful reader. The genius is John Rothstein, an iconic author who A masterful, intensely suspenseful novel about a reader whose obsession with a reclusive writer goes far too far—a book about the power of storytelling, starring the same trio of unlikely and winning heroes King introduced in Mr. Mercedes“Wake up, genius.” So begins King’s instantly riveting story about a vengeful reader. The genius is John Rothstein, an iconic author who created a famous character, Jimmy Gold, but who hasn’t published a book for decades. Morris Bellamy is livid, not just because Rothstein has stopped providing books, but because the nonconformist Jimmy Gold has sold out for a career in advertising. Morris kills Rothstein and empties his safe of cash, yes, but the real treasure is a trove of notebooks containing at least one more Gold novel.Morris hides the money and the notebooks, and then he is locked away for another crime. Decades later, a boy named Pete Saubers finds the treasure, and now it is Pete and his family that Bill Hodges, Holly Gibney, and Jerome Robinson must rescue from the ever-more deranged and vengeful Morris when he’s released from prison after thirty-five years.Not since Misery has King played with the notion of a reader whose obsession with a writer gets dangerous. Finders Keepers is spectacular, heart-pounding suspense, but it is also King writing about how literature shapes a life—for good, for bad, forever. ...more",Fiction
The Star-Touched Queen,£32.30,In stock,5,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,"Fate and fortune. Power and passion. What does it take to be the queen of a kingdom when you’re only seventeen?Maya is cursed. With a horoscope that promises a marriage of death and destruction, she has earned only the scorn and fear of her father’s kingdom. Content to follow more scholarly pursuits, her whole world is torn apart when her father, the Raja, arranges a weddi Fate and fortune. Power and passion. What does it take to be the queen of a kingdom when you’re only seventeen?Maya is cursed. With a horoscope that promises a marriage of death and destruction, she has earned only the scorn and fear of her father’s kingdom. Content to follow more scholarly pursuits, her whole world is torn apart when her father, the Raja, arranges a wedding of political convenience to quell outside rebellions. Soon Maya becomes the queen of Akaran and wife of Amar. Neither roles are what she expected: As Akaran’s queen, she finds her voice and power. As Amar’s wife, she finds something else entirely: Compassion. Protection. Desire…But Akaran has its own secrets—thousands of locked doors, gardens of glass, and a tree that bears memories instead of fruit. Soon, Maya suspects her life is in danger. Yet who, besides her husband, can she trust? With the fate of the human and Otherworldly realms hanging in the balance, Maya must unravel an ancient mystery that spans reincarnated lives to save those she loves the most…including herself. ...more",Fantasy
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",£11.38,In stock,5,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,"When you're hungry for a filling meal, it's easy to go for the unhealthy stuff. Many times, even gluten-free and vegan cuisines can be loaded with sneaky fillers and not-so-good-for-you ingredients. Allyson Kramer proves that low-cal doesn't have to mean low-satisfaction; these gluten-free, plant-based recipes are high in nutrients, have less than 300 calories per serving— When you're hungry for a filling meal, it's easy to go for the unhealthy stuff. Many times, even gluten-free and vegan cuisines can be loaded with sneaky fillers and not-so-good-for-you ingredients. Allyson Kramer proves that low-cal doesn't have to mean low-satisfaction; these gluten-free, plant-based recipes are high in nutrients, have less than 300 calories per serving—and they taste amazing. Dig into Cheesy BBQ Kale Chips, Cinnamon Plum Streusel, Avocado Chick'n Salad, and so much more. There are no fillers, no added or refined sugars, and no processed ingredients you can't pronounce. Whether it's breakfast, lunch, snacks, small plates, entrees, or beverages, you'll find a hearty, healthy recipe for every craving.   ...more",Food and Drink
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),£52.30,In stock,5,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,"In 1910 Toronto, while other bachelor girls perfect their domestic skills and find husbands, two friends perfect their sleuthing skills and find a murderer.Inspired by their fascination with all things Sherlock Holmes, best friends and flatmates Merinda and Jem launch a consulting detective business. The deaths of young Irish women lead Merinda and Jem deeper into the mire In 1910 Toronto, while other bachelor girls perfect their domestic skills and find husbands, two friends perfect their sleuthing skills and find a murderer.Inspired by their fascination with all things Sherlock Holmes, best friends and flatmates Merinda and Jem launch a consulting detective business. The deaths of young Irish women lead Merinda and Jem deeper into the mire of the city's underbelly, where the high hopes of those dreaming to make a new life in Canada are met with prejudice and squalor.While searching for answers, donning disguises, and sneaking around where no proper ladies would ever go, they pair with Jasper Forth, a police constable, and Ray DeLuca, a reporter in whom Jem takes a more than professional interest. Merinda could well be Toronto's premiere consulting detective, and Jem may just find a way to put her bachelor girlhood behind her forever--if they can stay alive long enough to do so. ...more",Mystery
Out of Print: City Lights Spotlight No. 14,£53.64,In stock,5,https://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html,"The third full-length collectionby Julien Poirier, Out of Print is a truly bicoastal volume, reflecting the poet's years in New York as well as his return to his Bay Area roots. Consider it a meetinghouse between late New York School and contemporary California surrealism, a series of quips intercepted from America's underground poetry telegraph, or an absurdist mirror hel The third full-length collection by Julien Poirier, Out of Print is a truly bicoastal volume, reflecting the poet's years in New York as well as his return to his Bay Area roots. Consider it a meetinghouse between late New York School and contemporary California surrealism, a series of quips intercepted from America's underground poetry telegraph, or an absurdist mirror held up to consumerist culture.""Welcome Julien Poirier! What a distinct inspired voice. His work is abundant in surprise. His musical,often bonkers play of language is, for me, a source of delight & revelation.""—David Meltzer""Julien Poirier’s poems calibrate the vernacular in a sublime mathematics of commonalities. The effect is that of feelings on the run, enunciated clearly. In a sudden down-draught—'You’re wind, you melt on my tongue'—he’ll take the contemporary love poem into new stretches of believability while knowingly calling to account the failings that, whether perennial or merely topical, hem round ourselves to disastrous effect. For, no mistake, Out of Print means business: a forceful wake-up call, allowing as how for this old world the time for meaningful action may well have run out and we’ve joined the fabled damned, lost but for such eloquence, affection, and mad, mad laughter in Hell’s despite.""—Bill Berkson""Out of Print’s unexpectedly a love poem, its humor sharpening into dissonant pleasure. And what a pleasure! Julien Poirier’s weirdly direct and directly weird poems notice what an event is, whether it’s four square monks in a Coupe de Ville or becoming the Invisible Hand, and render that event into a sensual and searching landscape. You are really there, no where, but there, in poetry as a means to think differently, and maybe, absurdly, hope.""—Karen WeiserJulien Poirier is the co-founder of Ugly Duckling Presse. He has taught poetry in New York City and San Francisco public schools and at San Quentin State Prison. Previous books include Way Too West (2015) and El Golpe Chileño (2010). ...more",Poetry
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),£58.14,In stock,4,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,"This Printz Honor Book is a “tender, honest exploration of identity” (Publishers Weekly) that distills lyrical truths about family and friendship.Aristotle is an angry teen with a brother in prison. Dante is a know-it-all who has an unusual way of looking at the world. When the two meet at the swimming pool, they seem to have nothing in common. But as the loners start spen This Printz Honor Book is a “tender, honest exploration of identity” (Publishers Weekly) that distills lyrical truths about family and friendship.Aristotle is an angry teen with a brother in prison. Dante is a know-it-all who has an unusual way of looking at the world. When the two meet at the swimming pool, they seem to have nothing in common. But as the loners start spending time together, they discover that they share a special friendship—the kind that changes lives and lasts a lifetime. And it is through this friendship that Ari and Dante will learn the most important truths about themselves and the kind of people they want to be. ...more",Young Adult
King's Folly (The Kinsman Chronicles #1),£39.61,In stock,5,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html,"The gods are angry.Volcanic eruptions, sinkholes, ground shakers--everything points to their unhappiness. At least that is what the king of Armania believes. His son, Prince Wilek, thinks his father's superstitions are nonsense, though he remains the ever dutiful heir apparent to the throne.When a messenger arrives and claims that the town of Farway has been swallowed by t The gods are angry.Volcanic eruptions, sinkholes, ground shakers--everything points to their unhappiness. At least that is what the king of Armania believes. His son, Prince Wilek, thinks his father's superstitions are nonsense, though he remains the ever dutiful heir apparent to the throne.When a messenger arrives and claims that the town of Farway has been swallowed by the earth, the king sends Wilek to investigate. But what Wilek discovers is more cataclysmic than one lost city. Even as the ground shifts beneath his feet, Wilek sets out on a desperate journey to save his people and his world. But can he do it before the entire land crumbles? ...more",Fantasy
Rook,£37.86,In stock,4,https://books.toscrape.com/catalogue/rook_647/index.html,"History has a way of repeating itself. In the Sunken City that was once Paris, all who oppose the new revolution are being put to the blade. Except for those who disappear from their prison cells, a red-tipped rook feather left in their place. The mysterious Red Rook a savior of the innocent, and a criminal in the eyes of the government.Meanwhile, across the sea in the Com History has a way of repeating itself. In the Sunken City that was once Paris, all who oppose the new revolution are being put to the blade. Except for those who disappear from their prison cells, a red-tipped rook feather left in their place. The mysterious Red Rook a savior of the innocent, and a criminal in the eyes of the government.Meanwhile, across the sea in the Commonwealth, Sophia Bellamy's arranged marriage to the wealthy René Hasard is the last chance to save her family from ruin. But when the search for the Red Rook comes straight to her doorstep, Sophia discovers that her fiancé is not all he seems. Which is only fair, because neither is she. As the Red Rook grows bolder and the stakes grow ever higher, Sophia and René find themselves locked in a tantalizing game of cat and mouse.Daring intrigue, delicious romance, and spine-tingling suspense fill the pages of this extraordinary tale from award-winning author Sharon Cameron. ...more",Add a comment
A Gentleman's Position (Society of Gentlemen #3),£14.75,In stock,5,https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html,"Power, privilege, and the rigid rules of class leave two hearts yearning for connection in the sizzling new Society of Gentlemen novel from K. J. Charles. Among his eccentric though strictly principled group of friends, Lord Richard Vane is the confidant on whom everyone depends for advice, moral rectitude, and discreet assistance. Yet when Richard has a problem, he turns Power, privilege, and the rigid rules of class leave two hearts yearning for connection in the sizzling new Society of Gentlemen novel from K. J. Charles.  Among his eccentric though strictly principled group of friends, Lord Richard Vane is the confidant on whom everyone depends for advice, moral rectitude, and discreet assistance. Yet when Richard has a problem, he turns to his valet, a fixer of unparalleled genius—and the object of Richard’s deepest desires. If there is one rule a gentleman must follow, it is never to dally with servants. But when David is close enough to touch, the rules of class collide with the basest sort of animal instinct: overpowering lust.   For David Cyprian, burglary and blackmail are as much in a day’s work as bootblacking—anything for the man he’s devoted to. But the one thing he wants for himself is the one thing Richard refuses to give: his heart. With the tension between them growing to be unbearable, David’s seemingly incorruptible master has left him no choice. Putting his finely honed skills of seduction and manipulation to good use, he will convince Richard to forget all about his well-meaning objections and give in to sweet, sinful temptation.  Includes a special message from the editor, as well as an excerpt from another Loveswept title. ...more",Romance
Seven Brief Lessons on Physics,£30.60,In stock,4,https://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html,"Everything you need to know about the beauty ofmodern physics in less than 100 pages.In seven brief lessons, Italian theoretical physicist Carlo Rovelli guides readers with admirable clarity through the most transformative physics breakthroughs of the twentieth and twenty-first centuries. This playful, entertaining and mind-bending introduction to modern physics, already a Everything you need to know about the beauty of modern physics in less than 100 pages.In seven brief lessons, Italian theoretical physicist Carlo Rovelli guides readers with admirable clarity through the most transformative physics breakthroughs of the twentieth and twenty-first centuries. This playful, entertaining and mind-bending introduction to modern physics, already a major bestseller in Italy, explains general relativity, quantum mechanics, elementary particles, gravity, black holes, the complex architecture of the universe, and the role of humans in the strange world Rovelli describes. This is a book about the joy of discovery. It takes readers to the frontiers of our knowledge: to the most minute reaches of the fabric of space, back to the origins of the cosmos, and into the workings of our minds. “Here, on the edge of what we know, in contact with the ocean of the unknown, shines the mystery and the beauty of the world,” Rovelli writes. “And it’s breathtaking.” ...more",Science
The Time Keeper,£27.88,In stock,5,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,"In this fable, the first man on earth to count the hours becomes Father Time. The inventor of the world's first clock is punished for trying to measure God's greatest gift. He is banished to a cave for centuries and forced to listen to the voices of all who come after him seeking more days, more years. Eventually, with his soul nearly broken, Father Time is granted his fre In this fable, the first man on earth to count the hours becomes Father Time. The inventor of the world's first clock is punished for trying to measure God's greatest gift. He is banished to a cave for centuries and forced to listen to the voices of all who come after him seeking more days, more years. Eventually, with his soul nearly broken, Father Time is granted his freedom, along with a magical hourglass and a mission: a chance to redeem himself by teaching two earthly people the true meaning of time.He returns to our world - now dominated by the hour-counting he so innocently began - and commences a journey with two unlikely partners: one a teenage girl who is about to give up on life, the other a wealthy old businessman who wants to live forever. To save himself, he must save them both. And stop the world to do so. ...more",Fiction
Delivering the Truth (Quaker Midwife Mystery #1),£20.89,In stock,4,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,"Quaker midwife Rose Carroll hears secrets and keeps confidences as she attends births of the rich and poor alike in an 1888 Massachusetts mill town. When the town’s world-famed carriage industry is threatened by the work of an arsonist, and a carriage factory owner’s adult son is stabbed to death with Rose's own knitting needle, she is drawn into solving the mystery. Thing Quaker midwife Rose Carroll hears secrets and keeps con­fi­dences as she attends births of the rich and poor alike in an 1888 Massachusetts mill town. When the town’s world-famed car­riage indus­try is threat­ened by the work of an arson­ist, and a car­riage fac­tory owner’s adult son is stabbed to death with Rose's own knitting needle, she is drawn into solv­ing the mys­tery. Things get dicey after the same owner’s mis­tress is also mur­dered, leav­ing her one-week-old baby with­out a mother. The Quaker poet and abolitionist John Greenleaf Whittier helps Rose by lending words of advice and support. While strug­gling with being less than the per­fect Friend, Rose draws on her strengths as a counselor and prob­lem solver to bring two mur­der­ers to justice before they destroy the town’s carriage industry and the people who run it. ...more",Mystery
Les Fleurs du Mal,£29.04,In stock,5,https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html,Presents the first American translation of the complete text of Baudelaire's 1857 masterwork and includes the complete original French texts for easy comparison.,Poetry
The Epidemic (The Program 0.6),£14.44,In stock,5,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html,"Can one girl help others find closure by slipping into the identities of their loved ones? Find out in this riveting sequel to The Remedy and companion to the New York Times bestselling The Treatment and The Program.In a world before The Program…Quinlan McKee has spent her life acting as other people. She was a closer—a person hired to play the role of the recently decease Can one girl help others find closure by slipping into the identities of their loved ones? Find out in this riveting sequel to The Remedy and companion to the New York Times bestselling The Treatment and The Program.In a world before The Program…Quinlan McKee has spent her life acting as other people. She was a closer—a person hired to play the role of the recently deceased in order to give their families closure. Through this process, Quinn learned to read people and situations, even losing a bit of herself to do so. But she couldn’t have guessed how her last case would bring down her entire world.The only person Quinn trusts is Deacon, her best friend and the love of her life. Except Deacon’s been keeping secrets of his one, so Quinn must set out alone to find Arthur Pritchard, the doctor who’s been trying to control her life. The journey brings Quinn to Arthur’s daughter, Virginia, who tells Quinn the truth about Pritchard’s motives. The former closer will start to see that she is the first step in fighting an epidemic.But Quinlan doesn’t want to be a cure. And with all the lies surrounding her, she realizes she has no one left to rely on but herself—even if she doesn’t know who that is anymore. ...more",Young Adult
The Testament of Mary,£52.67,In stock,4,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,"Provocative, haunting, and indelible, Colm Tóibín’s portrait of Mary presents her as a solitary older woman still seeking to understand the events that become the narrative of the New Testament and the foundation of Christianity.In the ancient town of Ephesus, Mary lives alone, years after her son's crucifixion. She has no interest in collaborating with the authors of the Provocative, haunting, and indelible, Colm Tóibín’s portrait of Mary presents her as a solitary older woman still seeking to understand the events that become the narrative of the New Testament and the foundation of Christianity.In the ancient town of Ephesus, Mary lives alone, years after her son's crucifixion. She has no interest in collaborating with the authors of the Gospel—her keepers, who provide her with food and shelter and visit her regularly. She does not agree that her son is the Son of God; nor that his death was “worth it;” nor that the “group of misfits he gathered around him, men who could not look a woman in the eye,” were holy disciples. Mary judges herself ruthlessly (she did not stay at the foot of the Cross until her son died—she fled, to save herself), and is equally harsh on her judgment of others. This woman who we know from centuries of paintings and scripture as the docile, loving, silent, long-suffering, obedient, worshipful mother of Christ becomes, in Toibin’s searing evocation, a tragic heroine with the relentless eloquence of Electra or Medea or Antigone. This tour de force of imagination and language is a portrait so vivid and convincing that our image of Mary will be forever transformed. ...more",Fiction
